College Name,Address,Phone#,Website,Type,Degrees,Campus Type,Campus Housing,Student Pop,StudentsToTeachers,MissionStatement,Classification,SLOs,Religious Affiliation,Credits Accepted,Faculty(full-time),Faculty(part-time),Graduate Assistants,Tuition,Books/Supplies,Room/Board,Total Expenses,Undergraduate Avg Tuition (In-State),Undergraduate Avg Tuition (Out-of-State),Graduate Avg Tuition (In-State),Graduate Avg Tuition (Out-of-State),Avg Tuition,Avg Aid(grants),Gender Demographic(Male),Gender Demographic(Female),Ethnic Demographic (American Indian or Alaska Native),Ethnic Demographic (Asian),Ethnic Demographic(Black or African American),Ethnic Demographic(Hispanic/Latino),Ethnic Demographic(Native Hawaiian or other Pacific Islander),Ethnic Demographic(White),Ethnic Demographic(Two or more races),Ethnic Demographic(Unknown),Ethnic Demographic(Non-resident alien),Avg Student Age (24 and Under),Avg Student Age(25 and Over),Avg Student Residence (In-State),Avg Student Residence(Out-of-State),Avg Student Residence(Foreign Countries),Graduate Attendance Status(Full-time),Graduate Attendance Status(Part-time),Undergraduate Education Status (Remote),Undergraduate Education Status (In-Person),Graduate Education Status (Remote),Graduate Education Status (In-Person),Application Fee,Total Applicants,Percent Admitted,Percent Admitted Enrolled,Secondary School GPA,Secondary School Rank,Secondary School Record,Completion of College-Prep Program,Recommendation,SAT/ACT,TOEFL,Students Submitting Scores (SAT),Students Submitting Scores (ACT),SAT English 25th Percentile,SAT English 75th Percentile,SAT Math 25th percentile,SAT Math 75th Percentile,ACT Composite 25th Percentile,ACT Composite 75th Percentile,ACT English 25th Percentile,ACT English 75th Percentile,ACT Math 25th Percentile,ACT Math 75th Percentile,First-to-Second Year Retention Rate,Graduation Rate,Transfer Rate,Graduation Rate (Male),Graduation Rate (Female),Graduation Rate by Race/Ethnicity(American Indian or Alaska Native),Graduation Rate by Race/Ethnicity(Asian),Graduation Rate by Race/Ethnicity(Black or African American),Graduation Rate by Race/Ethnicity(Hispanic/Latino),Graduation Rate by Race/Ethnicity(Native Hawaiian or other Pacific Islander),Graduation Rate by Race/Ethnicity(White),Graduation Rate by Race/Ethnicity(Two or more Races),Graduation Rate by Race/Ethnicity(Race/Ethnicity Unknown),Graduation Rate by Race/Ethnicity(Non-resident Alien),Murder/Non-negligent Manslaughter,Negligent Manslaughter,Rape,Fondling,Incest,Statutory Rape,Robbery,Aggravated Assault,Burglary,Motor Vehicle Theft,Arson,Domestic Violence,Dating Violence,Stalking,Weapons Arrests,Drug Abuse Arrests,Liquor Law Violation Arrests,Weapons Disciplinary Action,Drug Abuse Disciplinary Action,Liquor Law Violation Disciplinary Action,Programs
Blue Mountain College,"201 W Main St, Blue Mountain, Mississippi 38610",(662) 685-4771,www.bmc.edu/,"4-year, Private not-for-profit","Bachelor's degree
,Master's degree",Rural: Distant,Yes,989 (958 undergraduate),21 to 1,"Blue Mountain College assists students in developing intellectual integrity, academic excellence, civility, and Christian character.",Baccalaureate Colleges: Diverse Fields,"Teacher certification,Distance education – undergraduate programs offered,Distance education – graduate programs offered",Southern Baptist,"Dual credit,Advanced placement (AP) credits",40,13,n/a,"$17,380 ","$1,200 ","$8,120 ","$30,125 ",n/a,n/a,n/a,n/a,"$11,535 ","$11,886 ",46%,54%,1%,1%,14%,8%,0%,67%,3%,2%,4%,94%,6%,77%,23%,1%,n/a,n/a,57%,43%,57%,43%,n/a,219,99%,65%,Required,Required,Required,Considered but not required,Considered but not required,Required,Required,9%,90%,520,550,520,610,18,23,17,24,17,23,69%,58%,35%,42%,79%,n/a,n/a,17%,n/a,n/a,63%,0%,n/a,100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chris Beauty College,"1265 Pass Rd, Gulfport, Mississippi 39501",(228) 864-2920 x101,www.chrisbeautycollege.edu/,"< 2-year, Private for-profit","Less than one year certificate
,One but less than two years certificate",City: Small,No,59 (all undergraduate),20 to 1,www.chrisbeautycollege.edu,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Weekend/evening college,Not applicable,"Institution does not accept dual, credit for life, or AP credits",5,3,n/a,"$11,750 ","$1,600 ","$18,750 ","$40,225 ",n/a,n/a,n/a,n/a,n/a,"$6,080 ",20%,80%,0%,19%,31%,5%,0%,44%,2%,0%,0%,47%,53%,100%,0%,0%,n/a,n/a,0%,100%,n/a,n/a," $35
This institution has an open admission policy. Contact the institution for more information.",open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88%,85%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Coahoma Community College,"3240 Friars Point Rd, Clarksdale, Mississippi 38614",(662) 627-2571,www.coahomacc.edu/,"2-year, Public","One but less than two years certificate
,Associate's degree",Rural: Fringe,Yes,"1,561 (all undergraduate)",16 to 1,www.coahomacc.edu/about-ccc/mission-statement-goals/index,Associate's Colleges: High Career & Technical-High Traditional,"Distance education – undergraduate courses offered, programs not offered",Not applicable,Dual credit,71,21,n/a,"$3,003 ",$900 ,"$4,570 ","$9,973 ",n/a,n/a,n/a,n/a,n/a,"$8,404 ",39%,61%,0%,0%,93%,1%,0%,5%,0%,0%,0%,86%,14%,93%,6%,0%,n/a,n/a,63%,37%,n/a,n/a,This institution has an open admission policy. Contact the institution for more information.,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,64%,26%,19%,16%,36%,0%,n/a,28%,0%,0%,15%,29%,0%,0%,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,
Concorde Career College-Southaven,"7900 Airways Blvd, Ste 103, Southaven, Mississippi 38671",(662) 429-9909,www.concorde.edu/campus/southaven-mississippi,"2-year, Private for-profit","One but less than two years certificate
,Associate's degree",Suburb: Large,No,362 (all undergraduate),45 to 1,www.concorde.edu/about-us,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Distance education – undergraduate courses offered, programs not offered,Weekend/evening college",Not applicable,"Institution does not accept dual, credit for life, or AP credits",6,7,n/a,"$16,855 ",$505 ,"$15,336 ","$36,112 ",n/a,n/a,n/a,n/a,n/a,"$4,118 ",7%,93%,1%,0%,78%,4%,0%,7%,1%,9%,0%,56%,44%,73%,27%,0%,n/a,n/a,100%,0%,n/a,n/a,n/a,205,100%,n/a,Considered but not required,Considered but not required,Required,Considered but not required,Recommended,Considered but not required,Considered but not required,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,59%,60%,n/a,58%,60%,33%,100%,60%,67%,100%,68%,n/a,56%,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Copiah-Lincoln Community College,"1001 Co-Lin Lane, Wesson, Mississippi 39191",(601) 643-5101,www.colin.edu/,"2-year, Public","Less than one year certificate
,One but less than two years certificate
,Associate's degree
,Two but less than 4 years certificate",Rural: Distant,Yes,"2,837 (all undergraduate)",20 to 1,"The mission of Copiah-Lincoln Community College is to provide educational programs, economic development services, cultural and recreational opportunities through quality instruction and high expectations and service in a safe, student-centered environment.",Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,Distance education – undergraduate programs offered,Not applicable,"Dual credit,Credit for life experiences,Advanced placement (AP) credits",98,68,n/a,n/a,"$1,400 ","$4,200 ","$12,230 ","$3,380 ","$5,380 ",n/a,n/a,n/a,"$5,967 ",39%,61%,0%,0%,40%,2%,0%,55%,1%,1%,0%,89%,11%,92%,6%,1%,n/a,n/a,66%,34%,n/a,n/a,This institution has an open admission policy. Contact the institution for more information.,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,69%,50%,14%,53%,48%,60%,100%,43%,36%,100%,58%,67%,17%,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,
Corinth Academy of Cosmetology,"509 Cruise St, Corinth, Mississippi 38834",(662) 286-9200 x102,cac.edu/,"< 2-year, Private for-profit","Less than one year certificate
,One but less than two years certificate",Town: Remote,No,91 (all undergraduate),18 to 1,cac.edu,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Weekend/evening college,Not applicable,"Institution does not accept dual, credit for life, or AP credits",4,1,n/a,"$14,275 ","$2,000 ","$18,588 ","$53,126 ",n/a,n/a,n/a,n/a,n/a,"$6,767 ",3%,97%,0%,0%,47%,1%,0%,46%,1%,3%,1%,45%,55%,90%,10%,0%,n/a,n/a,0%,100%,n/a,n/a,This institution has an open admission policy. Contact the institution for more information.,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,75%,38%,6%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aaniiih Nakoda College,"269 Blackfeet Avenue, Harlem, Montana 59526",(406) 353-2607 x3901,www.ancollege.edu/,"4-year, primarily associate's, Public","One but less than two years certificate
,Associate's degree
,Bachelor's degree",Rural: Remote,No,143 (all undergraduate),8 to 1,The mission of Aaniiih Nakoda College is to provide quality post-secondary education for residents of the Fort Belknap Indian Reservation and surrounding communities. The college promotes individual and community development by maintaining and revitalizing the indigenous lifeways of the Aaniinen and Nakoda Tribes and by preparing students to succeed in an American technological society.,Tribal Colleges,Weekend/evening college,Not applicable,Dual credit,16,9,n/a,"$2,410 ","$1,300 ","$6,920 ","$17,030 ",n/a,n/a,n/a,n/a,n/a,"$4,640 ",44%,56%,87%,0%,0%,0%,0%,13%,0%,0%,0%,62%,38%,100%,0%,0%,n/a,n/a,0%,100%,n/a,n/a," $10
This institution has an open admission policy. Contact the institution for more information.",open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,67%,31%,n/a,35%,27%,32%,n/a,0%,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Academy of Cosmetology Inc,"133 W Mendenhall, Bozeman, Montana 59715-3544",(406) 587-1265,www.academycosmetology.com/,"< 2-year, Private for-profit",One but less than two years certificate,Town: Remote,No,38 (all undergraduate),19 to 1,"THE MISSION OF THE ACADEMY OF COSMETOLOGY IS TO PROVIDE A QUALITY POST-SECONDARY EDUCATION, THAT PREPARES THE GRADUATE FOR LICENSURE AND JOB ENTRY LEVEL SKILLS.","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",None,Not applicable,"Institution does not accept dual, credit for life, or AP credits",1,4,n/a,"$15,800 ","$2,050 ","$9,574 ","$32,250 ",n/a,n/a,n/a,n/a,n/a,"$4,502 ",0%,100%,0%,0%,5%,3%,0%,84%,8%,0%,0%,84%,16%,96%,4%,0%,n/a,n/a,0%,100%,n/a,n/a," $100
This institution has an open admission policy. Contact the institution for more information.",open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88%,91%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bitterroot School of Cosmetology,"2079 N First St Ste B, Hamilton, Montana 59840",(406) 363-3355,bitterrootschoolofcosmetology.org/,"< 2-year, Private for-profit","Less than one year certificate
,One but less than two years certificate",Town: Remote,No,14 (all undergraduate),5 to 1,Prepare today's students to become tomorrow's successful and influential professionals.,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",None,Not applicable,"Institution does not accept dual, credit for life, or AP credits",3,0,n/a,"$14,150 ",$800 ,"$10,688 ","$28,844 ",n/a,n/a,n/a,n/a,n/a,"$5,342 ",0%,100%,0%,0%,0%,0%,0%,100%,0%,0%,0%,64%,36%,100%,0%,0%,n/a,n/a,0%,100%,n/a,n/a," $50
This institution has an open admission policy. Contact the institution for more information.",open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,86%,84%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Blackfeet Community College,"504 S.E. East Boundary, Browning, Montana 59417-0819",(406) 338-5441 x2201,bfcc.edu/,"2-year, Private not-for-profit","One but less than two years certificate
,Associate's degree",Rural: Fringe,No,297 (all undergraduate),7 to 1,bfcc.edu/about-us/,Tribal Colleges,"Distance education – undergraduate courses offered, programs not offered",Not applicable,Dual credit,31,17,n/a,"$3,610 ","$1,300 ","$9,734 ","$20,513 ",n/a,n/a,n/a,n/a,n/a,"$5,415 ",27%,73%,91%,0%,0%,0%,0%,8%,1%,0%,0%,45%,55%,100%,0%,0%,n/a,n/a,98%,2%,n/a,n/a," $30
This institution has an open admission policy. Contact the institution for more information.",open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26%,36%,n/a,41%,32%,31%,n/a,n/a,n/a,n/a,83%,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Butte Academy of Beauty Culture,"303 W Park St, Butte, Montana 59701",(406) 782-6297,butteacademyofbeauty.ipage.com/,"< 2-year, Private for-profit",One but less than two years certificate,Town: Remote,No,30 (all undergraduate),10 to 1,"On graduating from the Academy the student will : be prepared to take the Montana State Board Exam, be able to demonstrate the skills for employment as a Cosmetologist, Hair Stylist, Manicurist, of Esthetician; be able to demonstrate the most current cosmetology trends and techniques; be able to relate the numerous facets of the Cosmetology Profession to any related employment position. Integrity and courteous conduct is expected of the student toward fellow students, patrons, and the staff. The standards of business ethics and the aspiration of the school are in accord with those required in the better business and professional establishments. Good manners, neat appearance, cooperation and the give and take of harmonious personal relations are important business factors emphasized at all times.","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",None,Not applicable,"Institution does not accept dual, credit for life, or AP credits",2,0,n/a,"$11,950 ","$1,055 ","$6,869 ","$24,282 ",n/a,n/a,n/a,n/a,n/a,"$6,955 ",3%,97%,3%,0%,0%,3%,0%,93%,0%,0%,0%,70%,30%,100%,0%,0%,n/a,n/a,0%,100%,n/a,n/a," $150
This institution has an open admission policy. Contact the institution for more information.",open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,open admission policy contact institution for more information,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31%,78%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carroll College,"1601 N Benton Ave, Helena, Montana 59625-0002",(406) 447-4300,www.carroll.edu/,"4-year, Private not-for-profit","Less than one year certificate
,Associate's degree
,Bachelor's degree
,Master's degree",Town: Remote,Yes,"1,121 (1,098 undergraduate)",11 to 1,www.carroll.edu/mission-catholic-identity/mission-statement,Baccalaureate Colleges: Diverse Fields,"ROTC (Army),Teacher certification,Distance education – undergraduate courses offered, programs not offered,Distance education – graduate programs offered,Study abroad",Roman Catholic,"Dual credit,Credit for life experiences,Advanced placement (AP) credits",91,39,n/a,"$38,106 ",$800 ,"$10,416 ","$52,490 ",n/a,n/a,n/a,n/a,"$18,435 ","$27,351 ",39%,61%,1%,1%,1%,4%,0%,80%,4%,8%,0%,94%,6%,40%,59%,0%,n/a,n/a,23%,77%,23%,77%,n/a,"1,499",84%,22%,Required,Recommended,Required,Recommended,Considered but not required,Considered but not required,Required,21%,41%,560,640,540,640,21,28,20,28,20,27,80%,67%,n/a,69%,66%,67%,75%,75%,53%,0%,69%,56%,65%,50%,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,14,
